2016	3	1	0	0	4.697764917
2016	3	2	0	0	4.938458117
2016	3	3	0	0	5.131012676
2016	3	4	0	0	5.465151471
2016	3	5	0	0	5.734161518
2016	3	6	0	0	6.597825351
2016	3	7	0	0	7.008419633
2016	3	8	0	0	6.37412226
2016	3	9	0	0	6.056973573
2016	3	10	0	0	5.938042816
2016	3	11	0	0	6.150419168
2016	3	12	0	0	6.405270791
2016	3	13	0	0	6.362795521
2016	3	14	0	0	7.039568164
2016	3	15	0	0	6.728082847
2016	3	16	0	0	6.286340034
2016	3	17	0	0	6.127765691
2016	3	18	0	0	6.014498303
2016	3	19	0	0	5.816280374
2016	3	20	0	0	5.991844825
