2013	1	1	0	0	3.302
2013	1	2	0	0	0
2013	1	3	0	0	0
2013	1	4	0	0	0.254
2013	1	5	0	0	2.54
2013	1	6	0	0	0
2013	1	7	0	0	0
2013	1	8	0	0	0.508
2013	1	9	0	0	33.02
2013	1	10	0	0	6.096
2013	1	11	0	0	0
2013	1	12	0	0	0.254
2013	1	13	0	0	0
2013	1	14	0	0	0
2013	1	15	0	0	0.254
2013	1	16	0	0	0
2013	1	17	0	0	0
2013	1	18	0	0	0
2013	1	19	0	0	0
2013	1	20	0	0	0
2013	1	21	0	0	0
2013	1	22	0	0	0
2013	1	23	0	0	0
2013	1	24	0	0	0
2013	1	25	0	0	0
2013	1	26	0	0	0
2013	1	27	0	0	0
2013	1	28	0	0	0
2013	1	29	0	0	0
2013	1	30	0	0	0
2013	1	31	0	0	0
2013	2	1	0	0	0
2013	2	2	0	0	0
2013	2	3	0	0	0
2013	2	4	0	0	0
2013	2	5	0	0	0
2013	2	6	0	0	0.508
2013	2	7	0	0	0
2013	2	8	0	0	0
2013	2	9	0	0	0
2013	2	10	0	0	0
2013	2	11	0	0	0
2013	2	12	0	0	2.794
2013	2	13	0	0	0
2013	2	14	0	0	0
2013	2	15	0	0	0
2013	2	16	0	0	0
2013	2	17	0	0	0
2013	2	18	0	0	0
2013	2	19	0	0	0
2013	2	20	0	0	0
2013	2	21	0	0	0.762
2013	2	22	0	0	0
2013	2	23	0	0	0
2013	2	24	0	0	0
2013	2	25	0	0	0
2013	2	26	0	0	0
2013	2	27	0	0	0
2013	2	28	0	0	0
