2013 1 1 0 0 0.049852
2013 1 2 0 0 0.045425
2013 1 3 0 0 0.041767
2013 1 4 0 0 0.037815
2013 1 5 0 0 0.040971
2013 1 6 0 0 0.035455
2013 1 7 0 0 0.031502
2013 1 8 0 0 0.033184
2013 1 9 0 0 4.929491
2013 1 10 0 0 0.628870
2013 1 11 0 0 0.204029
2013 1 12 0 0 0.130051
2013 1 13 0 0 0.093652
2013 1 14 0 0 0.082207
2013 1 15 0 0 0.074479
2013 1 16 0 0 0.069022
2013 1 17 0 0 0.061412
2013 1 18 0 0 0.056309
2013 1 19 0 0 0.056634
2013 1 20 0 0 0.055749
2013 1 21 0 0 0.053596
2013 1 22 0 0 0.048198
2013 1 23 0 0 0.047077
2013 1 24 0 0 0.045307
2013 1 25 0 0 0.044334
2013 1 26 0 0 0.042475
2013 1 27 0 0 0.042475
2013 1 28 0 0 0.040234
2013 1 29 0 0 0.037284
2013 1 30 0 0 0.034393
2013 1 31 0 0 0.032859
2013 2 1 0 0 0.031149
2013 2 2 0 0 0.031679
2013 2 3 0 0 0.033715
2013 2 4 0 0 0.037785
2013 2 5 0 0 0.041885
2013 2 6 0 0 0.041856
2013 2 7 0 0 0.042239
2013 2 8 0 0 0.039732
2013 2 9 0 0 0.037520
2013 2 10 0 0 0.041472
2013 2 11 0 0 0.081794
2013 2 12 0 0 0.115863
2013 2 13 0 0 0.067370
2013 2 14 0 0 0.052917
2013 2 15 0 0 0.046546
2013 2 16 0 0 0.043832
2013 2 17 0 0 0.042387
2013 2 18 0 0 0.039437
2013 2 19 0 0 0.032476
2013 2 20 0 0 0.031208
2013 2 21 0 0 0.033786
2013 2 22 0 0 0.033449
2013 2 23 0 0 0.032328
2013 2 24 0 0 0.030795
2013 2 25 0 0 0.031048
2013 2 26 0 0 0.027456
2013 2 27 0 0 0.027110
2013 2 28 0 0 0.024072
2013 3 1 0 0 0.023152
2013 3 2 0 0 0.025742
2013 3 3 0 0 0.028488
2013 3 4 0 0 0.031662
2013 3 5 0 0 0.032358
2013 3 6 0 0 0.033228
2013 3 7 0 0 0.032830
2013 3 8 0 0 0.033243
2013 3 9 0 0 0.035603
2013 3 10 0 0 0.794380
2013 3 11 0 0 0.158043
2013 3 12 0 0 0.078933
2013 3 13 0 0 0.061796
2013 3 14 0 0 0.057725
2013 3 15 0 0 0.046398
2013 3 16 0 0 0.041531
2013 3 17 0 0 0.037048
2013 3 18 0 0 0.027730
