2013 3 19 0 0 0.019173
2013 3 20 0 0 0.030160
2013 3 21 0 0 0.035653
2013 3 22 0 0 0.021539
2013 3 23 0 0 0.016353
2013 3 24 0 0 0.013453
2013 3 25 0 0 0.003947
2013 3 26 0 0 0.001566
2013 3 27 0 0 0.001752
2013 3 28 0 0 0.002652
2013 3 29 0 0 0.008238
2013 3 30 0 0 0.008067
2013 3 31 0 0 0.003047
2013 4 1 0 0 0.001944
2013 4 2 0 0 8.022897
2013 4 3 0 0 12.311929
2013 4 4 0 0 1.952683
2013 4 5 0 0 0.628575
2013 4 6 0 0 0.348327
2013 4 7 0 0 0.236357
2013 4 8 0 0 0.181552
2013 4 9 0 0 0.153648
2013 4 10 0 0 0.126895
2013 4 11 0 0 0.120063
2013 4 12 0 0 0.112235
2013 4 13 0 0 0.086307
2013 4 14 0 0 0.069140
2013 4 15 0 0 0.064539
2013 4 16 0 0 0.061471
2013 4 17 0 0 0.050734
2013 4 18 0 0 0.074509
2013 4 19 0 0 0.130140
2013 4 20 0 0 0.069081
2013 4 21 0 0 0.048227
2013 4 22 0 0 0.039113
2013 4 23 0 0 0.032417
2013 4 24 0 0 0.033390
2013 4 25 0 0 0.034836
2013 4 26 0 0 0.035721
2013 4 27 0 0 0.035278
2013 4 28 0 0 0.039142
2013 4 29 0 0 0.040941
2013 4 30 0 0 0.160639
2013 5 1 0 0 0.148398
2013 5 2 0 0 0.070556
2013 5 3 0 0 0.047372
2013 5 4 0 0 0.042033
2013 5 5 0 0 0.037461
2013 5 6 0 0 0.038316
2013 5 7 0 0 0.038759
2013 5 8 0 0 0.039054
2013 5 9 0 0 0.037903
2013 5 10 0 0 1.781307
2013 5 11 0 0 5.258969
2013 5 12 0 0 0.398501
2013 5 13 0 0 0.151377
2013 5 14 0 0 0.104153
2013 5 15 0 0 0.125980
2013 5 16 0 0 0.119373
2013 5 17 0 0 0.054451
2013 5 18 0 0 0.029715
2013 5 19 0 0 0.025789
2013 5 20 0 0 0.024470
2013 5 21 0 0 0.022158
2013 5 22 0 0 0.020839
2013 5 23 0 0 0.018848
2013 5 24 0 0 2.657595
2013 5 25 0 0 5.224163
2013 5 26 0 0 3.791803
2013 5 27 0 0 1.046543
2013 5 28 0 0 0.353518
2013 5 29 0 0 0.190283
2013 5 30 0 0 0.128517
2013 5 31 0 0 0.091292
2013 6 1 0 0 0.069789
2013 6 2 0 0 0.063860
2013 6 3 0 0 0.046693
2013 6 4 0 0 0.023630
2013 6 5 0 0 0.010206
2013 6 6 0 0 0.004147
2013 6 7 0 0 0.003248
2013 6 8 0 0 0.003020
2013 6 9 0 0 0.002277
2013 6 10 0 0 0.001858
2013 6 11 0 0 0.001174
2013 6 12 0 0 0.000970
2013 6 13 0 0 0.000664
2013 6 14 0 0 0.000546
2013 6 15 0 0 0.000434
2013 6 16 0 0 0.000339
2013 6 17 0 0 0.000195
2013 6 18 0 0 0.000130
2013 6 19 0 0 0.000112
2013 6 20 0 0 0.000097
2013 6 21 0 0 0.000103
2013 6 22 0 0 0.000068
2013 6 23 0 0 0.000071
2013 6 24 0 0 0.000083
2013 6 25 0 0 0.000065
2013 6 26 0 0 0.000088
2013 6 27 0 0 0.000094
2013 6 28 0 0 0.000094
2013 6 29 0 0 0.000094
2013 6 30 0 0 0.000094
